ImageId,ClassName
0987d45ef4.jpg,espresso-with-caffeine
85eb5dcaeb.jpg,water
c2d31789e2.jpg,broccoli
02840d601e.jpg,wine-white
9e01842079.jpg,tomato
8943ffe77b.jpg,water
22224c7178.jpg,rice
98946aba4b.jpg,salad-leaf-salad-green
235b765494.jpg,tomato
e1526e7560.jpg,bread-white
80088d188d.jpg,rice
32051aa803.jpg,wine-white
cca2fda3a2.jpg,water-mineral
c9be4a4ba1.jpg,mixed-salad-chopped-without-sauce
24ed83657b.jpg,water
d47a945ffd.jpg,pasta-spaghetti
4bb5cad33f.jpg,cucumber
058b88e065.jpg,water-mineral
74146be797.jpg,butter
ce2a7c6511.jpg,water
d8251d6849.jpg,chips-french-fries
5bd4c627f0.jpg,wine-white
f5365d41db.jpg,bread-white
ccb2f7eec5.jpg,tomato
555ad65117.jpg,mixed-salad-chopped-without-sauce
0577d3dedb.jpg,tomato-sauce
18abbc62dc.jpg,beer
3457f81bd0.jpg,water-mineral
26482c6bc3.jpg,mixed-salad-chopped-without-sauce
19da69d570.jpg,sweet-pepper
8b076e8002.jpg,boisson-au-glucose-50g
7b0d0f875a.jpg,french-beans
442bebc50d.jpg,dark-chocolate
d7e32ae0d6.jpg,bread-wholemeal
7054154312.jpg,pickle
2ccc084f71.jpg,mixed-salad-chopped-without-sauce
5565db55e1.jpg,jam
3c0a9688c4.jpg,mixed-salad-chopped-without-sauce
d6f544fc4b.jpg,water
c4d66deef8.jpg,water
25984d494f.jpg,bread-wholemeal
a172ff1dcc.jpg,tomato
920b434675.jpg,tea-green
6ef35e1f32.jpg,bread-white
c8d16f343e.jpg,pasta-spaghetti
5f0bd6dc5c.jpg,pasta-spaghetti
8fee7659d1.jpg,ham-raw
ef2cc4a808.jpg,avocado
fae3a69d5d.jpg,mixed-vegetables
be4ff96123.jpg,carrot
9e09a804d4.jpg,boisson-au-glucose-50g
82f2c9f60d.jpg,hard-cheese
3bd96c7e41.jpg,butter
71d904f0bd.jpg,bread-white
2c9e2fb328.jpg,bread-wholemeal
164a2cd649.jpg,bread-white
4cfc7ecff0.jpg,leaf-spinach
7cc9cef298.jpg,water
3403055fdf.jpg,boisson-au-glucose-50g
93be927a0c.jpg,carrot
6f414adb75.jpg,bread-french-white-flour
24bb756c30.jpg,mandarine
9a18dd4616.jpg,bread-wholemeal
3ca5cf5487.jpg,water
159bdaf742.jpg,bread-white
a43bd6beb1.jpg,salad-leaf-salad-green
5bfff6ba36.jpg,ham-raw
082b385091.jpg,espresso-with-caffeine
98b6800200.jpg,espresso-with-caffeine
fd0f9f5230.jpg,rice
11ea96653a.jpg,tomato-sauce
8692f9f346.jpg,mayonnaise
dbfb617aa6.jpg,salad-leaf-salad-green
6bc0edf63f.jpg,bread-white
4798c9196e.jpg,broccoli
cd8ae2d95a.jpg,salad-leaf-salad-green
1b6851dd1f.jpg,butter
23c4cff9de.jpg,tomato-sauce
e8bec12273.jpg,mixed-nuts
df3153edb2.jpg,mixed-vegetables
c7f8638185.jpg,white-coffee-with-caffeine
6b75bcbf68.jpg,carrot
02f8d2b22e.jpg,salad-leaf-salad-green
ea83e34329.jpg,white-coffee-with-caffeine
251f02c59a.jpg,mandarine
7b78aa41d7.jpg,rice
0e8507246a.jpg,hard-cheese
520f4db194.jpg,espresso-with-caffeine
3f0574b3af.jpg,bread-white
0332b59c71.jpg,water
14bf22d0e5.jpg,bread-french-white-flour
e66f969a94.jpg,cheese
e51e4d56fb.jpg,salad-leaf-salad-green
e202a0c79d.jpg,cucumber
f681ac6855.jpg,soft-cheese
955cd1a79c.jpg,tea-green
684f63da60.jpg,coffee-with-caffeine
5ce4799df6.jpg,bread-white
4e265ee2fd.jpg,beer
d46c90ba6b.jpg,carrot
e355ea14d7.jpg,rice
3cf3f587db.jpg,bread-white
d5e00e2593.jpg,bread-white
4ce1046d4f.jpg,butter
37891016e2.jpg,bread-white
ef62fa1a3d.jpg,water
26d18944a0.jpg,rice
444b4c15f6.jpg,potatoes-steamed
26a0bbeee4.jpg,avocado
a3c5bf68b7.jpg,avocado
a2d988e064.jpg,corn
6aa2134d3d.jpg,boisson-au-glucose-50g
96d5141243.jpg,pizza-margherita-baked
da558b611b.jpg,coffee-with-caffeine
f0715f1b51.jpg,mixed-salad-chopped-without-sauce
3e263eedd4.jpg,corn
ae3a3642a1.jpg,carrot
ba3457d876.jpg,tomato
a2a4d8b359.jpg,wine-white
d5f0ff75ed.jpg,egg
3b32ee9dfd.jpg,water
0a157617c3.jpg,onion
1091eeeea9.jpg,bread-french-white-flour
24b2174e8b.jpg,carrot
3e663a9e70.jpg,pasta-spaghetti
438c5b17a1.jpg,carrot
59d9c90c9a.jpg,bread-white
a6ab073ed7.jpg,wine-white
f5c4a4fef8.jpg,mixed-vegetables
367545f6b2.jpg,salad-leaf-salad-green
ceec89e7bb.jpg,coffee-with-caffeine
fa439719da.jpg,wine-red
fa9571d974.jpg,rice
b921ed8c84.jpg,chips-french-fries
63c1b4359c.jpg,leaf-spinach
9b113d6eba.jpg,bread-wholemeal
0f16e4ee5d.jpg,tomato
933be6e4d8.jpg,croissant
c35bca45b0.jpg,bread-white
33bf965f38.jpg,water
6409bc66e1.jpg,coffee-with-caffeine
0f9e9ac3e3.jpg,beer
730f44b18a.jpg,bread-white
f1e00e538b.jpg,salad-leaf-salad-green
81a400e702.jpg,tomato-sauce
7813b5f7c9.jpg,mixed-salad-chopped-without-sauce
a8061f0ab3.jpg,bread-whole-wheat
52b86aa631.jpg,bread-french-white-flour
e451d3f19e.jpg,bread-white
82fddee960.jpg,water
fa5d92b5b3.jpg,water
3d3d61d657.jpg,bread-white
f816bc9beb.jpg,bread-white
a921a0a1b4.jpg,soft-cheese
c3725fcc21.jpg,leaf-spinach
f5e11c6314.jpg,mixed-nuts
96912c2432.jpg,salad-leaf-salad-green
98b08c939b.jpg,tomato
9cd36c5d87.jpg,water
f8934d1cc1.jpg,tomato-sauce
e7d9f560d2.jpg,soft-cheese
4115c04151.jpg,mixed-salad-chopped-without-sauce
beeab9cfd5.jpg,leaf-spinach
6a048dcdf4.jpg,wine-white
3985dc15aa.jpg,french-beans
d657137439.jpg,espresso-with-caffeine
b75d97f37c.jpg,sweet-pepper
17f17736b9.jpg,mixed-vegetables
e3efa7354c.jpg,bread-white
9b71f77cb1.jpg,salmon
2a1638a809.jpg,french-beans
bb2ffd7e2a.jpg,broccoli
290a712b4e.jpg,water
d5e182623d.jpg,bread-white
d6514925a0.jpg,salmon
3e3fa7434d.jpg,espresso-with-caffeine
8fdc91192d.jpg,water
6ece09f411.jpg,pickle
8432573950.jpg,hard-cheese
c723e9cd84.jpg,water
6925c8c743.jpg,coffee-with-caffeine
b4bf27dee6.jpg,banana
6c371ab989.jpg,salad-leaf-salad-green
6b86cdad7f.jpg,salad-leaf-salad-green
23adafa56e.jpg,carrot
3c21d2b0b8.jpg,water
72e6e31c34.jpg,water
bf9f4da9d0.jpg,avocado
ca549b92ab.jpg,apple
f2936ac341.jpg,bread-sourdough
3a7ff996cb.jpg,tomato
15ff14ff3c.jpg,onion
d8a2e9f9cb.jpg,salad-leaf-salad-green
7f2e408f28.jpg,bread-sourdough
df5baccb5f.jpg,onion
6d99b9246f.jpg,cheese
ec4d766f3d.jpg,water-mineral
a933b0c074.jpg,water
bbe435a727.jpg,water
2dfbb23840.jpg,mixed-nuts
6c7c16c2be.jpg,bread-white
909ec63358.jpg,espresso-with-caffeine
37be724dde.jpg,espresso-with-caffeine
e61ea6f84d.jpg,cucumber
7bb75c9aa6.jpg,mixed-vegetables
37f52b9252.jpg,croissant
46b6161e34.jpg,salad-leaf-salad-green
75361c5725.jpg,dark-chocolate
98d4be5d3a.jpg,bread-white
43d65eaee2.jpg,coffee-with-caffeine
a7313da99c.jpg,espresso-with-caffeine
1ad540f62d.jpg,tea
ceb4c320ab.jpg,coffee-with-caffeine
e25b71c620.jpg,bread-white
24e1d1bde3.jpg,tomato
301092266c.jpg,bread-wholemeal
08608c88e0.jpg,bread-wholemeal
26989875cf.jpg,leaf-spinach
b708a574c9.jpg,water
8eeea9f419.jpg,tea
8cfc16e9ae.jpg,bread-white
11291b3de0.jpg,water
3230072141.jpg,cheese
ebaf3ac115.jpg,onion
93e591cb23.jpg,coffee-with-caffeine
f276b485eb.jpg,sweet-pepper
7d487553a9.jpg,pasta-spaghetti
76da99d6da.jpg,water
22b63057b8.jpg,white-coffee-with-caffeine
f730c86251.jpg,tomato
4d21557036.jpg,jam
2bdd10509a.jpg,coffee-with-caffeine
6014954f62.jpg,sweet-pepper
10982b2133.jpg,wine-white
4f68d1565c.jpg,mixed-vegetables
70629fe19b.jpg,hard-cheese
02c5212729.jpg,tomato
ee3324df8f.jpg,rice
f57b6ee520.jpg,tomato
02e6e0468a.jpg,boisson-au-glucose-50g
04b9318584.jpg,water
6749bad789.jpg,bread-white
02022e1322.jpg,water
1a6fbbf27e.jpg,broccoli
531a83f345.jpg,wine-white
285421b092.jpg,salad-leaf-salad-green
b187577929.jpg,jam
3185e2aaff.jpg,mixed-vegetables
718c10080f.jpg,boisson-au-glucose-50g
b096ca0e94.jpg,leaf-spinach
2653c536bb.jpg,bread-white
1963e2dbb8.jpg,parmesan
4f2818bb9c.jpg,bread-wholemeal
26c97b7d55.jpg,mixed-salad-chopped-without-sauce
25de31a417.jpg,potatoes-steamed
22f9e3effd.jpg,butter
91608440b1.jpg,salad-leaf-salad-green
01b69cc429.jpg,chips-french-fries
9b58f4cf53.jpg,water
e8d0723258.jpg,salami
41bbf75da4.jpg,french-beans
6ae489f14b.jpg,cheese
3dbbe7c63e.jpg,water
207264e3ae.jpg,strawberries
03d99638a2.jpg,boisson-au-glucose-50g
3754d8e678.jpg,tomato
02895e8585.jpg,coffee-with-caffeine
259accfc67.jpg,banana
f2190e569f.jpg,egg
0077710c7a.jpg,coffee-with-caffeine
ebab03217e.jpg,carrot
76db14ef95.jpg,espresso-with-caffeine
2c246c8e38.jpg,carrot
d4ec22b4ea.jpg,chips-french-fries
8baac1f783.jpg,egg
9fb17fde79.jpg,mayonnaise
58a8fd4935.jpg,coffee-with-caffeine
72e14d7d42.jpg,bread-wholemeal
690fed0ae2.jpg,apple
dd4e0adc8c.jpg,salad-leaf-salad-green
6cb282387b.jpg,strawberries
4be36706b3.jpg,tomato-sauce
18252e8c2a.jpg,tea
89f29ca160.jpg,water
0d9c13102f.jpg,cheese
3a6b02fe64.jpg,chips-french-fries
96801cbd1c.jpg,water
7672450b79.jpg,bread-french-white-flour
f83e51d304.jpg,water-mineral
1ee108e5b1.jpg,sauce-savoury
84e4203f71.jpg,mandarine
b20093b3c3.jpg,bread-wholemeal
c212bc7e27.jpg,tea
2baf50bb8a.jpg,almonds
d9f12bf1ec.jpg,coffee-with-caffeine
b07f81508c.jpg,mixed-vegetables
95335ddc04.jpg,banana
1543915780.jpg,mixed-salad-chopped-without-sauce
e7ef7d4cc9.jpg,mixed-nuts
098ee1e344.jpg,bread-sourdough
5e6f5de25c.jpg,coffee-with-caffeine
70ab6fea3a.jpg,sauce-savoury
2be6e10f12.jpg,bread-white
b6f50ca02c.jpg,bread-white
ad2ccf97ac.jpg,tomato
ece259718c.jpg,rice
2472022329.jpg,bread-wholemeal
c7ce2a4f5a.jpg,mixed-vegetables
21fd843ba0.jpg,salad-leaf-salad-green
1e4c3a9643.jpg,broccoli
605e44661c.jpg,espresso-with-caffeine
9fcba62b08.jpg,pizza-margherita-baked
12294127ed.jpg,espresso-with-caffeine
277907b24c.jpg,mandarine
320d0298e4.jpg,coffee-with-caffeine
5d7a0979d4.jpg,egg
22a3bf9609.jpg,water
a288ed7f42.jpg,corn
813028816f.jpg,egg
be93f0043d.jpg,salami
0ecfe6a266.jpg,pizza-margherita-baked
a97037d046.jpg,coffee-with-caffeine
8d0160e69a.jpg,bread-whole-wheat
da7cc09c6d.jpg,soft-cheese
663b0e5630.jpg,cheese
edd4773708.jpg,water
0ce6117d2e.jpg,bread-wholemeal
efaa407ac3.jpg,mixed-nuts
62b75820e6.jpg,avocado
530d7510b4.jpg,sweet-pepper
5c162d74fe.jpg,bread-wholemeal
eb3da9ad6b.jpg,bread-white
78821a42b0.jpg,jam
57cec6689a.jpg,water
0942dec020.jpg,french-beans
f8a091b4e7.jpg,apple
949eb39bfd.jpg,tomato
a6d9193d83.jpg,banana
6edbfa3ad4.jpg,rice
7b077f9196.jpg,butter
226352ca04.jpg,bread-white
f605211058.jpg,carrot
3a2e99151d.jpg,tomato
462d1d0d7e.jpg,wine-red
519a18308d.jpg,french-beans
7227a6ba64.jpg,apple
7e30ed7e57.jpg,wine-white
b58283d2fa.jpg,chips-french-fries
418d88b874.jpg,bread-french-white-flour
acd4ac474a.jpg,chips-french-fries
55485458aa.jpg,wine-white
c5e256490f.jpg,wine-red
36c709b8c1.jpg,salad-leaf-salad-green
e5aafd86a6.jpg,mixed-salad-chopped-without-sauce
1be673bb2a.jpg,mixed-salad-chopped-without-sauce
4fa55005db.jpg,sweet-pepper
64937d14c9.jpg,cucumber
ace69ec66f.jpg,wine-white
21c7b68e90.jpg,carrot
23e37f644a.jpg,bread-white
02b474d84d.jpg,broccoli
d644244698.jpg,leaf-spinach
f57c538c11.jpg,pasta-spaghetti
6d712bc5a8.jpg,water
8db3632eca.jpg,mixed-salad-chopped-without-sauce
2689899089.jpg,tomato
c5ead65eda.jpg,water
9787da93d4.jpg,mixed-salad-chopped-without-sauce
b4a09b90d7.jpg,potatoes-steamed
0f0a04a95e.jpg,mixed-nuts
4886ac7254.jpg,ham-raw
06210d3a76.jpg,water
7aba9961ee.jpg,biscuits
6dc810f119.jpg,biscuits
f3282481f1.jpg,banana
9ba58e79b5.jpg,salad-leaf-salad-green
dd1e2b044d.jpg,coffee-with-caffeine
ff952c8760.jpg,mixed-vegetables
b75fece0bc.jpg,zucchini
af7abc3ee3.jpg,salad-leaf-salad-green
db4176117b.jpg,mixed-vegetables
82d93dc327.jpg,avocado
b14c2acdd4.jpg,pasta-spaghetti
0907aef24b.jpg,wine-white
8aeb3980ca.jpg,salad-leaf-salad-green
13dedda029.jpg,almonds
b4e72dc995.jpg,apple
e275867277.jpg,salad-leaf-salad-green
e343de1490.jpg,wine-red
3765696d20.jpg,parmesan
cb3cf40707.jpg,sweet-pepper
ff8cfb0c96.jpg,zucchini
d6a0457da7.jpg,chips-french-fries
adcc1e5cd5.jpg,egg
db14d8095c.jpg,water
77f76a9cab.jpg,water
f0b3af190f.jpg,water
21ebeda23d.jpg,wine-white
9e55195f7e.jpg,cucumber
001b4c008d.jpg,tomato
d919c5a156.jpg,tea
892f514ef9.jpg,mixed-vegetables
aff2ec28dd.jpg,salad-leaf-salad-green
de32fecf96.jpg,mandarine
0d92431e35.jpg,coffee-with-caffeine
e4b1676ddd.jpg,bread-wholemeal
361945b4ba.jpg,mandarine
386da18d84.jpg,mixed-salad-chopped-without-sauce
c527d803c0.jpg,salad-leaf-salad-green
b1e5eeb3d7.jpg,tea
c9d46b081e.jpg,almonds
dd6e54babd.jpg,bread-wholemeal
7e4a167af4.jpg,zucchini
092068ffd5.jpg,dark-chocolate
94ac9446a5.jpg,salad-leaf-salad-green
3c72fa00e5.jpg,bread-white
105105b190.jpg,almonds
67e4dfa482.jpg,bread-white
5e30dcb3f8.jpg,jam
ef77bc7a03.jpg,mixed-salad-chopped-without-sauce
1a3e805c32.jpg,boisson-au-glucose-50g
be4230f95c.jpg,coffee-with-caffeine
30f0d521ea.jpg,water
a6cf405fba.jpg,coffee-with-caffeine
21deaeaa17.jpg,tea-green
61eaf461ed.jpg,bread-wholemeal
b0a70ec61f.jpg,coffee-with-caffeine
29b3da76fb.jpg,honey
5092b0c683.jpg,bread-whole-wheat
d008df8624.jpg,water
06a7158cee.jpg,mixed-vegetables
50400c6d23.jpg,jam
29bc844d4e.jpg,jam
9416902c49.jpg,white-coffee-with-caffeine
8382fb0df7.jpg,jam
102e01ccdf.jpg,bread-sourdough
0b7bbb7a4e.jpg,salmon
633b6c97f5.jpg,mixed-vegetables
c467475741.jpg,broccoli
7c27325e8b.jpg,carrot
8cecce55c9.jpg,bread-white
26139a3102.jpg,pizza-margherita-baked
48579f2c2f.jpg,coffee-with-caffeine
d82a4c56dd.jpg,tea
ac545e81ae.jpg,cucumber
49f8c51511.jpg,butter
a1407ec4fb.jpg,water
708137e8bd.jpg,coffee-with-caffeine
2c3c418485.jpg,coffee-with-caffeine
81d38f9c29.jpg,chicken
c46620a271.jpg,banana
d6ae4a7c4b.jpg,egg
d63505080a.jpg,mixed-nuts
d593c05def.jpg,mixed-nuts
2be562ef88.jpg,salad-leaf-salad-green
9e75cb8d07.jpg,banana
50524a9cca.jpg,salmon
c772a07dd1.jpg,water
bcbcb698b3.jpg,bread-white
dcf63e5a05.jpg,coffee-with-caffeine
5ae3f0f2c1.jpg,pizza-margherita-baked
67fbabcb03.jpg,mixed-salad-chopped-without-sauce
7116e71126.jpg,mixed-nuts
178991cf50.jpg,wine-white
03e24ff08d.jpg,bread-white
3308766ac5.jpg,mixed-vegetables
951e8b890e.jpg,bread-wholemeal
57db7015f1.jpg,bread-wholemeal
4e72ec2fc5.jpg,butter
0a8c7667b3.jpg,water
5963fb6017.jpg,salami
e37a6659f5.jpg,coffee-with-caffeine
9470b1746c.jpg,bread-whole-wheat
efddbefad9.jpg,potatoes-steamed
22cd92bb7e.jpg,bread-french-white-flour
f271fd1e11.jpg,cheese
5a409a0ee6.jpg,egg
607d9b8ab4.jpg,onion
